"","AnimalID","Latitude","Longitude","TimeStamp","Easting","Northing","Sex"
"143","H4",38.9951,-123.09543,2018-07-21 14:00:13,491735.978249369,4316237.15579034,"Doe"
"144","H4",38.995,-123.09534,2018-07-21 13:01:26,491743.760427426,4316226.05052449,"Doe"
"145","H4",38.99517,-123.09564,2018-07-21 12:00:12,491717.800880955,4316244.94284197,"Doe"
"146","H4",38.99613,-123.09876,2018-07-21 11:00:43,491447.731711878,4316351.76345156,"Doe"
"147","H4",38.99568,-123.10274,2018-07-21 10:00:40,491103.021301028,4316302.207852,"Doe"
"148","H4",38.9975,-123.09735,2018-07-21 09:00:10,491569.995322127,4316503.66229416,"Doe"
"149","H4",38.99825,-123.09643,2018-07-21 08:01:26,491649.750710604,4316586.8058164,"Doe"
"150","H4",38.99815,-123.09648,2018-07-21 07:00:11,491645.409255741,4316575.71329589,"Doe"
"151","H4",38.99805,-123.09666,2018-07-21 06:00:11,491629.810548434,4316564.63272106,"Doe"
"152","H4",38.99819,-123.09644,2018-07-21 05:00:38,491648.877718853,4316580.14846913,"Doe"
"153","H4",38.99813,-123.09648,2018-07-21 04:01:02,491645.406903893,4316573.49387443,"Doe"
"154","H4",38.99806,-123.09599,2018-07-21 03:00:13,491687.829802808,4316565.6810508,"Doe"
"155","H4",38.9975,-123.09537,2018-07-21 02:00:34,491741.453078059,4316503.48083449,"Doe"
"156","H4",38.99565,-123.0982,2018-07-21 01:00:10,491496.168302458,4316298.44490625,"Doe"
"157","H4",38.99488,-123.09878,2018-07-21 00:00:34,491445.849295913,4316213.05155045,"Doe"
"158","H4",38.99486,-123.09877,2018-07-20 23:00:09,491446.712868622,4316210.83119081,"Doe"
"159","H4",38.99426,-123.0973,2018-07-20 22:00:39,491573.940844769,4316144.11152875,"Doe"
"160","H4",38.9943,-123.09928,2018-07-20 21:00:51,491402.480107917,4316148.73545844,"Doe"
"161","H4",38.99561,-123.09812,2018-07-20 20:00:09,491503.091285625,4316293.99859666,"Doe"
"162","H4",38.99501,-123.0954,2018-07-20 19:00:40,491738.565717748,4316227.1656768,"Doe"
"163","H4",38.99499,-123.09535,2018-07-20 18:00:38,491742.893286629,4316224.94172117,"Doe"
"164","H4",38.99462,-123.09571,2018-07-20 17:00:10,491711.674889239,4316183.91515593,"Doe"
"165","H4",38.99431,-123.09533,2018-07-20 16:00:40,491744.546240608,4316149.47962415,"Doe"
"166","H4",38.99504,-123.09513,2018-07-20 15:01:03,491761.950618232,4316230.47034431,"Doe"
"167","H4",38.99493,-123.09541,2018-07-20 14:00:38,491737.690436725,4316218.28890325,"Doe"
"168","H4",38.99511,-123.09533,2018-07-20 13:01:27,491744.639186277,4316238.25642922,"Doe"
"169","H4",38.99525,-123.09545,2018-07-20 12:00:18,491734.263743779,4316253.80325803,"Doe"
"170","H4",38.99498,-123.09555,2018-07-20 11:00:38,491725.572545142,4316223.85016687,"Doe"
"171","H4",38.99424,-123.09726,2018-07-20 10:00:40,491577.40242513,4316141.88840801,"Doe"
"172","H4",38.99594,-123.09895,2018-07-20 09:00:55,491431.255463882,4316330.69681855,"Doe"
"173","H4",38.99888,-123.09725,2018-07-20 08:00:38,491578.818377619,4316656.79312226,"Doe"
"174","H4",38.99828,-123.09641,2018-07-20 07:00:38,491651.486114069,4316590.13311456,"Doe"
"175","H4",38.99817,-123.09649,2018-07-20 06:00:15,491644.545667492,4316577.933635,"Doe"
"176","H4",38.99812,-123.09652,2018-07-20 05:00:38,491641.941965144,4316572.38783491,"Doe"
"177","H4",38.99822,-123.09644,2018-07-20 04:00:38,491648.881245167,4316583.47760135,"Doe"
"178","H4",38.99805,-123.09659,2018-07-20 03:00:43,491635.872139355,4316564.62628815,"Doe"
"179","H4",38.99803,-123.0965,2018-07-20 02:00:38,491643.663261062,4316562.3986027,"Doe"
"180","H4",38.99775,-123.09634,2018-07-20 01:00:40,491657.485451992,4316531.31203116,"Doe"
"181","H4",38.99795,-123.0953,2018-07-20 00:00:10,491747.566984769,4316553.4114662,"Doe"
"182","H4",38.99818,-123.09597,2018-07-19 23:00:09,491689.575722168,4316578.99575371,"Doe"
"183","H4",38.99814,-123.09597,2018-07-19 22:00:39,491689.571043334,4316574.55691081,"Doe"
"184","H4",38.99781,-123.09581,2018-07-19 21:00:39,491703.387554812,4316537.92186611,"Doe"
"185","H4",38.99782,-123.09478,2018-07-19 20:00:13,491792.580991271,4316538.93822415,"Doe"
"186","H4",38.99799,-123.09534,2018-07-19 19:00:09,491744.10786178,4316557.85393524,"Doe"
"187","H4",38.99784,-123.09515,2018-07-19 18:00:37,491760.543369559,4316541.19106377,"Doe"
"188","H4",38.99735,-123.09541,2018-07-19 17:00:11,491737.971842066,4316486.83880471,"Doe"
"189","H4",38.99762,-123.0961,2018-07-19 16:00:39,491678.252910489,4316516.8638297,"Doe"
"190","H4",38.99616,-123.09885,2018-07-19 15:01:08,491439.941641395,4316355.10104001,"Doe"
"191","H4",38.99772,-123.09739,2018-07-19 14:00:33,491566.557643092,4316528.0796323,"Doe"
"192","H4",38.99795,-123.09682,2018-07-19 13:00:38,491615.943682817,4316553.55033535,"Doe"
"193","H4",38.99799,-123.09684,2018-07-19 12:01:26,491614.216518486,4316557.99102,"Doe"
"194","H4",38.99833,-123.09636,2018-07-19 11:00:13,491655.821680175,4316595.67708481,"Doe"
"195","H4",38.99714,-123.09627,2018-07-19 10:00:10,491663.475494346,4316463.6132735,"Doe"
"196","H4",38.99666,-123.09733,2018-07-19 09:00:39,491571.627573097,4316410.44475815,"Doe"
"197","H4",38.99844,-123.09652,2018-07-19 08:00:47,491641.979610427,4316607.89857898,"Doe"
"198","H4",38.99864,-123.09604,2018-07-19 07:00:09,491683.56798849,4316630.04884094,"Doe"
"199","H4",38.99869,-123.09616,2018-07-19 06:00:39,491673.182636279,4316635.60836303,"Doe"
"200","H4",38.99864,-123.09608,2018-07-19 05:00:11,491680.104251025,4316630.05249541,"Doe"
"201","H4",38.99863,-123.09599,2018-07-19 04:00:14,491687.896490354,4316628.93456418,"Doe"
"202","H4",38.99853,-123.09606,2018-07-19 03:00:38,491681.823240779,4316617.84384911,"Doe"
"203","H4",38.99862,-123.09573,2018-07-19 02:00:16,491710.409620216,4316627.80114877,"Doe"
"204","H4",38.99889,-123.09473,2018-07-19 01:00:56,491797.034255225,4316657.67276887,"Doe"
"205","H4",38.99886,-123.09462,2018-07-19 00:00:38,491806.556039836,4316654.3337314,"Doe"
"206","H4",38.99889,-123.09489,2018-07-18 23:00:13,491783.179354228,4316657.68719656,"Doe"
"207","H4",38.99883,-123.09454,2018-07-18 22:00:39,491813.480036362,4316650.99740251,"Doe"
"208","H4",38.99885,-123.09465,2018-07-18 21:00:40,491803.957091168,4316653.22672075,"Doe"
"209","H4",38.99857,-123.09472,2018-07-18 20:00:14,491797.863242941,4316622.16112152,"Doe"
"210","H4",38.99787,-123.09542,2018-07-18 19:00:40,491737.166367511,4316544.54466427,"Doe"
"211","H4",38.99571,-123.09558,2018-07-18 18:00:17,491723.059644745,4316304.86173712,"Doe"
"212","H4",38.99586,-123.09544,2018-07-18 17:00:12,491735.200673613,4316321.49467402,"Doe"
"213","H4",38.99577,-123.09575,2018-07-18 15:01:04,491708.345155267,4316311.53546599,"Doe"
"214","H4",38.99566,-123.09576,2018-07-18 14:00:16,491707.466347966,4316299.32956385,"Doe"
"215","H4",38.99557,-123.09607,2018-07-18 13:00:15,491680.610718948,4316289.37045044,"Doe"
"216","H4",38.99561,-123.09674,2018-07-18 12:00:39,491622.595325458,4316293.87072221,"Doe"
"217","H4",38.99569,-123.09691,2018-07-18 11:00:13,491607.883262168,4316302.76405907,"Doe"
"218","H4",38.99768,-123.097,2018-07-18 10:00:09,491600.324791921,4316523.60473789,"Doe"
"219","H4",38.99764,-123.0971,2018-07-18 09:00:37,491591.660597325,4316519.1751256,"Doe"
"220","H4",38.99848,-123.09708,2018-07-18 08:00:33,491593.491882178,4316612.38897878,"Doe"
"221","H4",38.99837,-123.09645,2018-07-18 07:00:13,491648.032939113,4316600.12417994,"Doe"
"222","H4",38.99863,-123.096,2018-07-18 06:00:38,491687.030555865,4316628.93547718,"Doe"
"223","H4",38.99861,-123.09596,2018-07-18 05:00:14,491690.491954619,4316626.71240412,"Doe"
"224","H4",38.99861,-123.09604,2018-07-18 04:00:10,491683.564476769,4316626.7197085,"Doe"
"225","H4",38.9987,-123.096,2018-07-18 03:00:38,491687.038746474,4316636.70345293,"Doe"
"226","H4",38.99848,-123.09643,2018-07-18 02:00:10,491649.777742972,4316612.32916405,"Doe"
"227","H4",38.99827,-123.09559,2018-07-18 01:00:38,491722.49192678,4316588.94853418,"Doe"
"228","H4",38.99679,-123.0947,2018-07-18 00:00:40,491799.389662685,4316424.63082863,"Doe"
"229","H4",38.99654,-123.09435,2018-07-17 23:00:11,491829.669406247,4316396.85660269,"Doe"
"230","H4",38.99626,-123.09437,2018-07-17 22:01:10,491827.905281772,4316365.78650694,"Doe"
"231","H4",38.99615,-123.09425,2018-07-17 21:00:38,491838.284206492,4316353.5689297,"Doe"
"232","H4",38.99598,-123.0944,2018-07-17 20:00:28,491825.275177067,4316334.71731083,"Doe"
"233","H4",38.99571,-123.09515,2018-07-17 19:00:15,491760.296357897,4316304.82273666,"Doe"
"234","H4",38.99544,-123.09574,2018-07-17 18:00:38,491709.172618877,4316274.91411757,"Doe"
"235","H4",38.99656,-123.096,2018-07-17 17:00:11,491686.788353495,4316399.22537923,"Doe"
"236","H4",38.9973,-123.09544,2018-07-17 16:00:40,491735.368175672,4316481.29297461,"Doe"
"237","H4",38.99717,-123.09604,2018-07-17 15:00:56,491683.39591688,4316466.92137135,"Doe"
"238","H4",38.99716,-123.09594,2018-07-17 14:00:10,491692.054270385,4316465.8025314,"Doe"
"239","H4",38.99753,-123.09668,2018-07-17 13:00:38,491628.017390972,4316506.92960558,"Doe"
"240","H4",38.9975,-123.09739,2018-07-17 12:00:38,491566.531529055,4316503.66599843,"Doe"
"241","H4",38.99685,-123.09747,2018-07-17 11:00:10,491559.526725155,4316431.54222592,"Doe"
"242","H4",38.99769,-123.09693,2018-07-17 10:00:38,491606.387595819,4316524.707993,"Doe"
"243","H4",38.99793,-123.09642,2018-07-17 09:01:01,491650.579043601,4316551.29415642,"Doe"
"244","H4",38.99849,-123.09486,2018-07-17 08:00:25,491785.730900454,4316613.29605674,"Doe"
"245","H4",38.99822,-123.09476,2018-07-17 07:00:40,491794.359078263,4316583.32484909,"Doe"
"246","H4",38.99827,-123.09467,2018-07-17 06:00:38,491802.158302895,4316588.86529536,"Doe"
"247","H4",38.99834,-123.0947,2018-07-17 05:00:13,491799.568565919,4316596.63597218,"Doe"
"248","H4",38.99851,-123.09475,2018-07-17 04:00:38,491795.258508213,4316615.50555983,"Doe"
"249","H4",38.99853,-123.09499,2018-07-17 03:01:09,491774.478361099,4316617.74663657,"Doe"
"250","H4",38.99803,-123.09515,2018-07-17 02:00:15,491760.565404019,4316562.27556663,"Doe"
"251","H4",38.99827,-123.09555,2018-07-17 01:00:13,491725.955682271,4316588.94489836,"Doe"
"252","H4",38.99764,-123.09633,2018-07-17 00:00:39,491658.33848228,4316519.1042979,"Doe"
"253","H4",38.9943,-123.09915,2018-07-16 23:00:11,491413.737942538,4316148.72319172,"Doe"
"254","H4",38.99379,-123.09905,2018-07-16 22:00:11,491422.336251148,4316092.11855864,"Doe"
"255","H4",38.99502,-123.09733,2018-07-16 21:00:39,491571.433032235,4316228.45227017,"Doe"
"256","H4",38.99691,-123.09668,2018-07-16 20:00:11,491627.94433401,4316438.1275514,"Doe"
"257","H4",38.99768,-123.09646,2018-07-16 19:00:38,491647.085879722,4316523.55505879,"Doe"
"258","H4",38.9977,-123.09635,2018-07-16 18:00:39,491656.613635133,4316525.76439426,"Doe"
"259","H4",38.99763,-123.09631,2018-07-16 17:00:14,491660.06920155,4316517.9927551,"Doe"
"260","H4",38.99766,-123.09683,2018-07-16 16:00:18,491615.043514777,4316521.36964698,"Doe"
"261","H4",38.9982,-123.09758,2018-07-16 15:00:40,491550.161764612,4316581.36336195,"Doe"
"262","H4",38.9982,-123.09749,2018-07-16 14:00:53,491557.955222244,4316581.35501317,"Doe"
"263","H4",38.9982,-123.09755,2018-07-16 13:00:40,491552.759583823,4316581.36057817,"Doe"
"264","H4",38.99819,-123.09756,2018-07-16 12:00:14,491551.892454998,4316580.25179526,"Doe"
"265","H4",38.99771,-123.09756,2018-07-16 11:00:38,491551.83537904,4316526.98568183,"Doe"
"266","H4",38.99554,-123.09678,2018-07-16 10:00:40,491619.123183656,4316286.10643156,"Doe"
"267","H4",38.99614,-123.09538,2018-07-16 09:00:11,491740.429032043,4316352.5611182,"Doe"
"268","H4",38.99586,-123.09486,2018-07-16 08:00:40,491785.426831765,4316321.44218729,"Doe"
"269","H4",38.99628,-123.0949,2018-07-16 07:00:13,491782.011536604,4316368.05363022,"Doe"
"270","H4",38.99645,-123.09434,2018-07-16 06:00:39,491830.525017998,4316386.86831182,"Doe"
"271","H4",38.99638,-123.09438,2018-07-16 05:00:17,491827.053121805,4316379.10392889,"Doe"
"272","H4",38.99646,-123.09435,2018-07-16 04:00:12,491829.660206871,4316387.9789195,"Doe"
"273","H4",38.99628,-123.09521,2018-07-16 03:01:32,491755.166679739,4316368.08165556,"Doe"
"274","H4",38.99637,-123.0954,2018-07-16 02:00:39,491738.723844777,4316378.0862709,"Doe"
