"","X","AnimalID","Latitude","Longitude","TimeStamp","Easting","Northing","Sex"
"639",639,"H4",38.99594,-123.09895,"2018-07-20 09:00:55",491431.255463882,4316330.69681855,"Doe"
"640",640,"H4",38.99888,-123.09725,"2018-07-20 08:00:38",491578.818377619,4316656.79312226,"Doe"
"641",641,"H4",38.99828,-123.09641,"2018-07-20 07:00:38",491651.486114069,4316590.13311456,"Doe"
"642",642,"H4",38.99817,-123.09649,"2018-07-20 06:00:15",491644.545667492,4316577.933635,"Doe"
"643",643,"H4",38.99812,-123.09652,"2018-07-20 05:00:38",491641.941965144,4316572.38783491,"Doe"
"644",644,"H4",38.99822,-123.09644,"2018-07-20 04:00:38",491648.881245167,4316583.47760135,"Doe"
"645",645,"H4",38.99805,-123.09659,"2018-07-20 03:00:43",491635.872139355,4316564.62628815,"Doe"
"646",646,"H4",38.99803,-123.0965,"2018-07-20 02:00:38",491643.663261062,4316562.3986027,"Doe"
"647",647,"H4",38.99775,-123.09634,"2018-07-20 01:00:40",491657.485451992,4316531.31203116,"Doe"
"648",648,"H4",38.99795,-123.0953,"2018-07-20 00:00:10",491747.566984769,4316553.4114662,"Doe"
"649",649,"H4",38.99818,-123.09597,"2018-07-19 23:00:09",491689.575722168,4316578.99575371,"Doe"
"650",650,"H4",38.99814,-123.09597,"2018-07-19 22:00:39",491689.571043334,4316574.55691081,"Doe"
"651",651,"H4",38.99781,-123.09581,"2018-07-19 21:00:39",491703.387554812,4316537.92186611,"Doe"
"652",652,"H4",38.99782,-123.09478,"2018-07-19 20:00:13",491792.580991271,4316538.93822415,"Doe"
"653",653,"H4",38.99799,-123.09534,"2018-07-19 19:00:09",491744.10786178,4316557.85393524,"Doe"
"654",654,"H4",38.99784,-123.09515,"2018-07-19 18:00:37",491760.543369559,4316541.19106377,"Doe"
"655",655,"H4",38.99735,-123.09541,"2018-07-19 17:00:11",491737.971842066,4316486.83880471,"Doe"
"656",656,"H4",38.99762,-123.0961,"2018-07-19 16:00:39",491678.252910489,4316516.8638297,"Doe"
"657",657,"H4",38.99616,-123.09885,"2018-07-19 15:01:08",491439.941641395,4316355.10104001,"Doe"
"658",658,"H4",38.99772,-123.09739,"2018-07-19 14:00:33",491566.557643092,4316528.0796323,"Doe"
"659",659,"H4",38.99795,-123.09682,"2018-07-19 13:00:38",491615.943682817,4316553.55033535,"Doe"
"660",660,"H4",38.99799,-123.09684,"2018-07-19 12:01:26",491614.216518486,4316557.99102,"Doe"
"661",661,"H4",38.99833,-123.09636,"2018-07-19 11:00:13",491655.821680175,4316595.67708481,"Doe"
"662",662,"H4",38.99714,-123.09627,"2018-07-19 10:00:10",491663.475494346,4316463.6132735,"Doe"
"663",663,"H4",38.99666,-123.09733,"2018-07-19 09:00:39",491571.627573097,4316410.44475815,"Doe"
"664",664,"H4",38.99844,-123.09652,"2018-07-19 08:00:47",491641.979610427,4316607.89857898,"Doe"
"665",665,"H4",38.99864,-123.09604,"2018-07-19 07:00:09",491683.56798849,4316630.04884094,"Doe"
"666",666,"H4",38.99869,-123.09616,"2018-07-19 06:00:39",491673.182636279,4316635.60836303,"Doe"
"667",667,"H4",38.99864,-123.09608,"2018-07-19 05:00:11",491680.104251025,4316630.05249541,"Doe"
"668",668,"H4",38.99863,-123.09599,"2018-07-19 04:00:14",491687.896490354,4316628.93456418,"Doe"
"669",669,"H4",38.99853,-123.09606,"2018-07-19 03:00:38",491681.823240779,4316617.84384911,"Doe"
"670",670,"H4",38.99862,-123.09573,"2018-07-19 02:00:16",491710.409620216,4316627.80114877,"Doe"
"671",671,"H4",38.99889,-123.09473,"2018-07-19 01:00:56",491797.034255225,4316657.67276887,"Doe"
"672",672,"H4",38.99886,-123.09462,"2018-07-19 00:00:38",491806.556039836,4316654.3337314,"Doe"
"673",673,"H4",38.99889,-123.09489,"2018-07-18 23:00:13",491783.179354228,4316657.68719656,"Doe"
"674",674,"H4",38.99883,-123.09454,"2018-07-18 22:00:39",491813.480036362,4316650.99740251,"Doe"
"675",675,"H4",38.99885,-123.09465,"2018-07-18 21:00:40",491803.957091168,4316653.22672075,"Doe"
"676",676,"H4",38.99857,-123.09472,"2018-07-18 20:00:14",491797.863242941,4316622.16112152,"Doe"
"677",677,"H4",38.99787,-123.09542,"2018-07-18 19:00:40",491737.166367511,4316544.54466427,"Doe"
"678",678,"H4",38.99571,-123.09558,"2018-07-18 18:00:17",491723.059644745,4316304.86173712,"Doe"
"679",679,"H4",38.99586,-123.09544,"2018-07-18 17:00:12",491735.200673613,4316321.49467402,"Doe"
"680",680,"H4",38.99577,-123.09575,"2018-07-18 15:01:04",491708.345155267,4316311.53546599,"Doe"
"681",681,"H4",38.99566,-123.09576,"2018-07-18 14:00:16",491707.466347966,4316299.32956385,"Doe"
"682",682,"H4",38.99557,-123.09607,"2018-07-18 13:00:15",491680.610718948,4316289.37045044,"Doe"
"683",683,"H4",38.99561,-123.09674,"2018-07-18 12:00:39",491622.595325458,4316293.87072221,"Doe"
"684",684,"H4",38.99569,-123.09691,"2018-07-18 11:00:13",491607.883262168,4316302.76405907,"Doe"
"685",685,"H4",38.99768,-123.097,"2018-07-18 10:00:09",491600.324791921,4316523.60473789,"Doe"
"686",686,"H4",38.99764,-123.0971,"2018-07-18 09:00:37",491591.660597325,4316519.1751256,"Doe"
"687",687,"H4",38.99848,-123.09708,"2018-07-18 08:00:33",491593.491882178,4316612.38897878,"Doe"
"688",688,"H4",38.99837,-123.09645,"2018-07-18 07:00:13",491648.032939113,4316600.12417994,"Doe"
"689",689,"H4",38.99863,-123.096,"2018-07-18 06:00:38",491687.030555865,4316628.93547718,"Doe"
"690",690,"H4",38.99861,-123.09596,"2018-07-18 05:00:14",491690.491954619,4316626.71240412,"Doe"
"691",691,"H4",38.99861,-123.09604,"2018-07-18 04:00:10",491683.564476769,4316626.7197085,"Doe"
"692",692,"H4",38.9987,-123.096,"2018-07-18 03:00:38",491687.038746474,4316636.70345293,"Doe"
"693",693,"H4",38.99848,-123.09643,"2018-07-18 02:00:10",491649.777742972,4316612.32916405,"Doe"
"694",694,"H4",38.99827,-123.09559,"2018-07-18 01:00:38",491722.49192678,4316588.94853418,"Doe"
"695",695,"H4",38.99679,-123.0947,"2018-07-18 00:00:40",491799.389662685,4316424.63082863,"Doe"
"696",696,"H4",38.99654,-123.09435,"2018-07-17 23:00:11",491829.669406247,4316396.85660269,"Doe"
"697",697,"H4",38.99626,-123.09437,"2018-07-17 22:01:10",491827.905281772,4316365.78650694,"Doe"
"698",698,"H4",38.99615,-123.09425,"2018-07-17 21:00:38",491838.284206492,4316353.5689297,"Doe"
"699",699,"H4",38.99598,-123.0944,"2018-07-17 20:00:28",491825.275177067,4316334.71731083,"Doe"
"700",700,"H4",38.99571,-123.09515,"2018-07-17 19:00:15",491760.296357897,4316304.82273666,"Doe"
"701",701,"H4",38.99544,-123.09574,"2018-07-17 18:00:38",491709.172618877,4316274.91411757,"Doe"
"702",702,"H4",38.99656,-123.096,"2018-07-17 17:00:11",491686.788353495,4316399.22537923,"Doe"
"703",703,"H4",38.9973,-123.09544,"2018-07-17 16:00:40",491735.368175672,4316481.29297461,"Doe"
"704",704,"H4",38.99717,-123.09604,"2018-07-17 15:00:56",491683.39591688,4316466.92137135,"Doe"
"705",705,"H4",38.99716,-123.09594,"2018-07-17 14:00:10",491692.054270385,4316465.8025314,"Doe"
"706",706,"H4",38.99753,-123.09668,"2018-07-17 13:00:38",491628.017390972,4316506.92960558,"Doe"
"707",707,"H4",38.9975,-123.09739,"2018-07-17 12:00:38",491566.531529055,4316503.66599843,"Doe"
"708",708,"H4",38.99685,-123.09747,"2018-07-17 11:00:10",491559.526725155,4316431.54222592,"Doe"
"709",709,"H4",38.99769,-123.09693,"2018-07-17 10:00:38",491606.387595819,4316524.707993,"Doe"
"710",710,"H4",38.99793,-123.09642,"2018-07-17 09:01:01",491650.579043601,4316551.29415642,"Doe"
"711",711,"H4",38.99849,-123.09486,"2018-07-17 08:00:25",491785.730900454,4316613.29605674,"Doe"
"712",712,"H4",38.99822,-123.09476,"2018-07-17 07:00:40",491794.359078263,4316583.32484909,"Doe"
"713",713,"H4",38.99827,-123.09467,"2018-07-17 06:00:38",491802.158302895,4316588.86529536,"Doe"
"714",714,"H4",38.99834,-123.0947,"2018-07-17 05:00:13",491799.568565919,4316596.63597218,"Doe"
"715",715,"H4",38.99851,-123.09475,"2018-07-17 04:00:38",491795.258508213,4316615.50555983,"Doe"
"716",716,"H4",38.99853,-123.09499,"2018-07-17 03:01:09",491774.478361099,4316617.74663657,"Doe"
"717",717,"H4",38.99803,-123.09515,"2018-07-17 02:00:15",491760.565404019,4316562.27556663,"Doe"
"718",718,"H4",38.99827,-123.09555,"2018-07-17 01:00:13",491725.955682271,4316588.94489836,"Doe"
"719",719,"H4",38.99764,-123.09633,"2018-07-17 00:00:39",491658.33848228,4316519.1042979,"Doe"
"720",720,"H4",38.9943,-123.09915,"2018-07-16 23:00:11",491413.737942538,4316148.72319172,"Doe"
